epoch,acc,loss,val_acc,val_loss
0,0.5897004558539634,0.9626799865195413,0.6181897109724939,1.0091003372582794
1,0.6442912958282593,0.8265653503078273,0.6726720200615849,0.7676655463963288
2,0.676036466272891,0.7613431205065359,0.694595180430846,0.731607747551467
3,0.6963316691861071,0.7114196215297954,0.7000217055042731,0.7605059391665102
4,0.7163012806857411,0.6685978738040812,0.661384848405152,0.9285847551527162
5,0.7289450835684828,0.6390176164708015,0.7356197082326188,0.6466556487203499
6,0.7485891035639699,0.6031457380330405,0.7653570657364324,0.5674014500456931
7,0.7573800738395515,0.5801762764226699,0.7095723877714906,0.7235626216718269
8,0.7674191447796831,0.5589361324314442,0.7716518358214445,0.5599181196398245
9,0.7782721944866507,0.5426939190507892,0.6631213338936076,0.8671581705299147
10,0.7799544172041686,0.5255594316676715,0.7749077502677724,0.5397538466931735
11,0.7859235945688765,0.5144045068238546,0.7992185821547694,0.4865113365396595
12,0.7985131321642698,0.496163366627274,0.6342522240342301,0.911617404614505
13,0.8013891903366162,0.4871128385719571,0.8272194508127569,0.43204748807125243
14,0.8079552854740208,0.47420548621604725,0.8217929262827192,0.46840315947880423
15,0.8090405903800284,0.4644624207654795,0.8063815970702365,0.49691738887233744
16,0.8213045365877154,0.4474277888613304,0.795962667074487,0.5307622412448078
17,0.8205448230564762,0.4439101001433341,0.8213588047731406,0.4256893298049953
18,0.8235836770520543,0.4363331349806333,0.7731712642294584,0.5751549542170169
19,0.8313978728022574,0.4208749783887816,0.8163663984017799,0.5144942430526646
20,0.8313978728151953,0.4187519740509785,0.8413284154965041,0.4125558491484938
21,0.8426850444716281,0.40113819793710903,0.8387236806428792,0.4149086101209882
22,0.8388322118903438,0.39737747289080255,0.835467766377681,0.4209155323501779
23,0.8442587366920763,0.39423670214609957,0.8369871963252984,0.4288676776815087
24,0.8423051877448221,0.39267185843376423,0.8352507065738234,0.43480901576340886
25,0.8414369437553268,0.38972167153536486,0.8439331479048765,0.3975619258585891
26,0.8526698501891005,0.37505406585049156,0.8252659014385539,0.4440205476794813
27,0.8495224657870177,0.3776467545238989,0.8141957915784067,0.45759118453318315
28,0.8558714999173452,0.3676334140821887,0.8476231839513478,0.40755794769982234
29,0.8590731495420871,0.36428148960094275,0.8445843270447551,0.38215410860753873
30,0.8570110701495146,0.35948446737159634,0.8246147173176056,0.4315871906327094
31,0.8641198177075785,0.3493915333169801,0.8545691341724524,0.3884797809256994
32,0.8626546559842,0.35432804079448577,0.8662904277912883,0.3711460844662331
33,0.8597785977471644,0.3491421951333173,0.8537008917872497,0.4055153173597666
34,0.8646624701282376,0.34686928828367575,0.8272194500882377,0.4566311771359391
35,0.8666702843499023,0.34227435529840106,0.8165834620093637,0.46975234255036175
36,0.8693292814892959,0.3377255107605046,0.8758411119603686,0.3358869239710561
37,0.8720968092033862,0.33194479339159516,0.8480573038307581,0.3922376448584917
38,0.8687866290168853,0.3298180389745856,0.8667245493914316,0.3474455036470371
39,0.8751899284086855,0.3198553843782345,0.8886477100323875,0.2973590613459464
40,0.8779031907578003,0.32003952702214256,0.8367701350724022,0.48394718857100816
41,0.8759496418364219,0.31526888219632787,0.8780117219535135,0.34027358575190175
42,0.8781202517778154,0.3168681071214467,0.8619492088917773,0.3979821979760192
43,0.8860429781027153,0.3030421886490409,0.8639027560924226,0.38056998617586457
44,0.8794768830041242,0.3135311438071125,0.8825700003851875,0.31816662292315384
45,0.8851204688646852,0.3053834528630122,0.880399392022211,0.3022617771235055
46,0.8851204688129338,0.3035276518879523,0.7851096184672361,0.6996838634796093
47,0.8850119383934912,0.2993783697094554,0.8786629036292094,0.3209379637269827
48,0.8851747340614686,0.3014843920506545,0.8673757320633415,0.3761190915343196
49,0.8884849142738451,0.2939000612022511,0.8762752342850313,0.36927143020047165
50,0.8890275667333178,0.28987207475080135,0.8626003906580381,0.37135573904633856
51,0.888430648973559,0.29966694615346273,0.8634686343111494,0.35896470495229793
52,0.9127957455657013,0.2339298594132509,0.9164315109168057,0.23106818988236788
53,0.919199044918688,0.21972986836482056,0.9298892934720325,0.20746645942372408
54,0.9202843499411361,0.21590719826960994,0.9285869277659533,0.20418141811070484
55,0.9242999783197763,0.20780252970452678,0.9320599052764755,0.2038883570770082
56,0.9252224875448686,0.20414653403629107,0.9301063576230056,0.19922976588152327
57,0.9254938137875427,0.20071887029712931,0.9322769665293718,0.19403962209086525
58,0.9291295854135012,0.19935633269299752,0.9357499436776343,0.19183118542401992
59,0.9253852833034109,0.19961327157182032,0.9374864315272464,0.18101203752775008
60,0.9265791187453016,0.19808215970896784,0.9329281502880604,0.1994615928137512
61,0.926904710210635,0.1976693772282496,0.9370523086591944,0.1864089274130857
62,0.929672237860036,0.19327548735566633,0.930974602272331,0.197833106565403
63,0.9311916648707629,0.18498784390348713,0.9409594086755091,0.1800934894724836
64,0.9303776861298024,0.1918407124039639,0.9316257831329426,0.1929247108610949
65,0.9334165400477534,0.18546156633086544,0.9333622720693336,0.1905404480979969
66,0.930757542895422,0.1876283717441383,0.9387887975955853,0.17765362269647578
67,0.9333080095506837,0.18131928755257895,0.9396570422449105,0.18430208400399664
68,0.9319513783243749,0.18470364461008265,0.9355328827869978,0.18520725243374145
69,0.9317885825917083,0.18518407933295924,0.9381376138368966,0.17858460090451211
70,0.9333622748250943,0.17855212315092228,0.9396570422449105,0.1781242277537092
71,0.9338506620619078,0.17901988604049607,0.9374864337008041,0.18134930585285627
72,0.9353158237464727,0.17865000576240161,0.935098760643465,0.1840295299696824
73,0.9346103755413956,0.1777535895169079,0.9355328817002189,0.18342793029548032
