epoch,acc,loss,val_acc,val_loss
0,0.5845452572043403,0.9188481400063169,0.5728239632749961,1.1419960075380073
1,0.6315389624096345,0.811011485288064,0.5474278272000419,0.9484976401990423
2,0.6681137399221155,0.7410347956831709,0.5726069034711384,1.5841630565543119
3,0.6988278706575232,0.6853929399823014,0.6498806168542965,1.2692157364678223
4,0.7200998480314285,0.6442089591596606,0.5630562173096301,1.363104611900434
5,0.742619926199262,0.5987739813594309,0.6924245713433501,0.7109137906773582
6,0.7559149120644217,0.5744735781505255,0.47558063735070755,1.2295511809351751
7,0.7711634469415247,0.536736444884069,0.7286737577398196,0.736255855759028
8,0.7872802257434339,0.5086941222241987,0.7829390083835264,0.5301774015829261
9,0.800466681111524,0.4789264724224592,0.784024311206541,0.52977569057441
10,0.8038853917692187,0.4683573044301218,0.6238332957592139,0.8850622628913517
11,0.8181571521468191,0.4347087166457883,0.6668113702182427,0.8732089924403481
12,0.8253201649663555,0.4281163850367807,0.7603646610858049,0.6567508946640879
13,0.8359561537179974,0.40598008541189357,0.7495116120257294,0.6480286458075784
14,0.839212068604212,0.39259397116068623,0.7981332772487618,0.51878818130193
15,0.8495767310743662,0.37359063889785216,0.8474061225173218,0.3736354506064941
16,0.8512589537401326,0.36779430951734726,0.843716085112377,0.4016615508214393
17,0.8571196005689573,0.3540073913233591,0.803342739801384,0.48418692114660067
18,0.8654764488691981,0.33923533449197296,0.868895158116668,0.33824759724667
19,0.8680811808376838,0.33224311616212704,0.6592142390459614,1.0851573266666314
20,0.8701432602949455,0.32877389005370583,0.7953114844931422,0.595850420639886
21,0.8729107879184709,0.31519905743149734,0.8332971566562309,0.4184205960057836
22,0.8806707184848285,0.30613360514681176,0.5726069030183139,1.215513071864811
23,0.8813761666769678,0.303252269873941,0.789667895993261,0.6712324731981829
24,0.8807792490077738,0.2974703584908663,0.8018233122084543,0.4880608452849101
25,0.8872910788319543,0.28620118390512433,0.8890818276476752,0.2990604784798151
26,0.8889190362362481,0.2778682507718492,0.7614499665352018,0.6987420587224507
27,0.8915780334015174,0.2776241715078062,0.8843064892310135,0.2986148071115695
28,0.89695029304528,0.2694874928096952,0.8725851941631393,0.3744537858880728
29,0.8971130888038223,0.25966685932086764,0.8912524410822864,0.3073228154940333
30,0.9003690037288504,0.2563996701455825,0.8817017578188551,0.30620123503561103
31,0.8988495767569371,0.25528367931099655,0.8662904258894253,0.3823292231272533
32,0.8997178207334945,0.24990960756053576,0.9062296471550223,0.25418206688403977
33,0.9062839158191478,0.24101042598712358,0.7894508360988385,0.6037341829414401
34,0.9088886476970687,0.244220222914739,0.9066637691174253,0.24003125834560768
35,0.9123616235774227,0.2266135035793875,0.9079661347329396,0.2588484653499966
36,0.9124158888259575,0.23084192736135378,0.8817017556452974,0.3133908627392647
37,0.9080204037593248,0.2317079432730771,0.8606468409215754,0.37696758616454484
38,0.9148035597614903,0.22000241611781182,0.8908183168557607,0.3206408606134218
39,0.9169199045061004,0.21936575928996074,0.9138267805914261,0.25589562195978066
40,0.9170827002646428,0.2102699472267922,0.8875624033150818,0.28581782683345225
41,0.9168656392705035,0.21335995252281978,0.899283698654651,0.2642971595798989
42,0.9193618406772303,0.2116550826391766,0.9331452108164374,0.17375838919578107
43,0.9223464293078328,0.2056687595025562,0.8769264144211237,0.35192656212989487
44,0.9224549598566539,0.19941058767535358,0.8599956606043532,0.4737236597353889
45,0.9211525938788799,0.20571559291176897,0.9151291479276736,0.22946280893726775
46,0.9218037768871737,0.19994195594830552,0.9307575428307329,0.1910755428369738
47,0.9265248534708911,0.1886699666991419,0.8934230515282559,0.3079785842239042
48,0.926090731521426,0.19450114109794567,0.9146950245162321,0.26443505591856625
49,0.9278272194098516,0.1874828154420501,0.9292381116152069,0.19387422347110186
50,0.9250596917604504,0.19453498140860462,0.9370523096554083,0.1761947423866573
51,0.9262535272540926,0.1867113315168989,0.9288039897433688,0.1883732083548505
52,0.9306490123983524,0.17781796133813202,0.8940742328416921,0.2942114493413217
53,0.9300520946256556,0.18249383482727075,0.9301063578947004,0.18230789644141918
54,0.9354786194532637,0.1697042180030781,0.9001519394096853,0.29075164241635
55,0.9513240720513122,0.13347917188881586,0.9544171906873464,0.1257795728726904
56,0.9578901671628411,0.11425639822551892,0.9546342523930672,0.1282462185385793
57,0.9561536791838506,0.115732609573125,0.9594095940700653,0.11533335581161477
58,0.9590840026306077,0.10952333294280522,0.9565878014955754,0.11654557494900673
59,0.9633166919516358,0.10142454200280522,0.9594095947945845,0.11571835574196881
60,0.9615259387758618,0.10413852404695492,0.9613631439876578,0.11757018983615584
61,0.9622313870197525,0.10065102336161277,0.96375081414692,0.10825194669545783
62,0.9629368352765811,0.09838743689477068,0.961363144712177,0.10905312753070429
63,0.9635880182331235,0.0969999274317784,0.9552854342498929,0.13273967063531122
64,0.9648903841591461,0.0964101613714518,0.9635337561543603,0.1113864001443006
